word,recall_probability,count,recalls,avg_frequency,need_odds,valence,arousal
sown,0.0227272727272727,44,1,1.2272727272727273,0.0232558139534883,5.2,3.65
dominion,0.0226876090750436,573,13,3.830715532286213,0.0232142857142857,4.62,4.65
bales,0.0225988700564971,177,4,3.790960451977401,0.0231213872832369,4.9,2.68
datron,0.0224032586558044,491,11,4.95315682281059,0.0229166666666666,,
volcker,0.0223880597014925,134,3,4.007462686567164,0.0229007633587786,,
points,0.0222222222222222,45,1,1.9333333333333331,0.0227272727272727,5.55,3.89
amatil,0.0222222222222222,90,2,2.1222222222222222,0.0227272727272727,,
tunisia,0.0209790209790209,143,3,3.4755244755244754,0.0214285714285714,,
million,0.0203410369600969,11553,235,5.118757032805332,0.0207633857572009,7.85,5.58
teck,0.0203045685279187,197,4,2.979695431472081,0.0207253886010362,,
montedison,0.020253164556962,395,8,4.756962025316455,0.020671834625323,,
agrimont,0.0198019801980198,303,6,4.676567656765677,0.0202020202020202,,
sun,0.0194174757281553,206,4,4.679611650485437,0.0198019801980198,7.05,4.97
heller,0.019047619047619,420,8,4.695238095238095,0.0194174757281553,,
burlington,0.0190311418685121,578,11,3.3183391003460208,0.019400352733686,,
redundancies,0.0188679245283018,106,2,2.660377358490566,0.0192307692307692,3.9,3.1
koehler,0.0186915887850467,428,8,2.883177570093458,0.019047619047619,,
mtbe,0.0185185185185185,270,5,4.933333333333334,0.0188679245283018,,
mpt,0.0183908045977011,435,8,4.4528735632183905,0.018735362997658,,
los,0.0182481751824817,274,5,4.759124087591241,0.0185873605947955,,
angeles,0.0182481751824817,274,5,4.748175182481752,0.0185873605947955,,
cascade,0.0181818181818181,275,5,4.705454545454545,0.0185185185185185,6.2,3.11
zeeuw,0.0181268882175226,331,6,4.688821752265861,0.0184615384615384,,
williams,0.0180878552971576,387,7,3.0697674418604652,0.0184210526315789,,
beet,0.017391304347826,115,2,1.7652173913043478,0.0176991150442477,,
netherlands,0.0172413793103448,58,1,1.3448275862068966,0.0175438596491228,,
carney,0.0171428571428571,175,3,3.2685714285714287,0.0174418604651162,,
beer,0.017094017094017,468,8,4.05982905982906,0.017391304347826,5.47,4.21
cotton,0.0167597765363128,179,3,3.106145251396648,0.0170454545454545,6.1,2.05
stg,0.0167130919220055,1077,18,5.095636025998143,0.0169971671388102,,
interstate,0.0166666666666666,240,4,3.6125,0.0169491525423728,5.0,4.56
steel,0.0166481687014428,901,15,4.008879023307436,0.0169300225733634,4.95,3.8
harcourt,0.0161943319838056,247,4,4.145748987854251,0.0164609053497942,,
cents,0.0161843368536551,7291,118,4.228912357701276,0.0164505785584832,5.42,3.8
aluminium,0.0153061224489795,196,3,3.6479591836734695,0.0155440414507772,,
corn,0.0151515151515151,264,4,1.4393939393939394,0.0153846153846153,5.95,3.45
sunflower,0.0149253731343283,134,2,1.611940298507463,0.0151515151515151,6.67,3.24
airline,0.0149253731343283,134,2,1.5149253731343284,0.0151515151515151,5.29,3.9
dollars,0.0149210627647285,10388,155,3.830958798613785,0.0151470731945665,7.35,5.61
soriano,0.0147783251231527,203,3,1.748768472906404,0.015,,
chemical,0.0146239554317548,1436,21,3.743036211699165,0.0148409893992932,4.89,3.35
norway,0.0142857142857142,280,4,4.664285714285715,0.0144927536231884,,
nippon,0.0142348754448398,281,4,3.8220640569395017,0.0144404332129963,,
arango,0.0140845070422535,71,1,1.732394366197183,0.0142857142857142,,
hamley,0.0140845070422535,71,1,1.8309859154929575,0.0142857142857142,,
unemployment,0.0138888888888888,72,1,1.4722222222222223,0.0140845070422535,2.45,5.75
storage,0.0137362637362637,364,5,2.980769230769231,0.0139275766016713,4.95,3.6
pampa,0.0136986301369863,73,1,1.4794520547945205,0.0138888888888888,,
brito,0.0136986301369863,146,2,2.23972602739726,0.0138888888888888,,
alexanders,0.0136363636363636,220,3,3.1636363636363636,0.0138248847926267,,
wheat,0.0134099616858237,522,7,2.189655172413793,0.0135922330097087,4.95,3.81
net,0.0132949561403508,7296,97,3.114720394736842,0.0134740936241144,5.05,2.47
iae,0.0132450331125827,151,2,2.8609271523178808,0.0134228187919463,,
tighten,0.0131578947368421,76,1,1.9342105263157896,0.0133333333333333,4.95,5.22
coffee,0.013029315960912,614,8,3.1775244299674266,0.0132013201320132,7.0,5.26
vieille,0.0129870129870129,308,4,3.4545454545454546,0.0131578947368421,,
montagne,0.0129870129870129,308,4,3.4448051948051948,0.0131578947368421,,
metals,0.0129032258064516,310,4,3.3419354838709676,0.0130718954248366,5.05,3.47
dome,0.0128205128205128,78,1,11.333333333333334,0.0129870129870129,5.95,4.16
lire,0.0128205128205128,312,4,4.105769230769231,0.0129870129870129,5.6,3.06
creek,0.0128205128205128,234,3,3.5085470085470085,0.0129870129870129,6.32,2.59
whim,0.0127659574468085,235,3,3.497872340425532,0.0129310344827586,6.11,4.33
feared,0.0127388535031847,157,2,2.1656050955414012,0.0129032258064516,2.9,6.47
turkey,0.0126984126984126,315,4,3.4444444444444446,0.0128617363344051,5.9,3.7
wojnilower,0.012539184952978,319,4,3.376175548589342,0.0126984126984126,,
jardine,0.012396694214876,484,6,3.225206611570248,0.0125523012552301,,
union,0.012290502793296,895,11,2.665921787709497,0.0124434389140271,5.95,4.16
nsw,0.0122199592668024,491,6,3.6130346232179225,0.0123711340206185,,
copper,0.0121951219512195,328,4,2.649390243902439,0.0123456790123456,5.6,3.78
employers,0.0121580547112462,329,4,1.9361702127659577,0.0123076923076923,5.3,4.19
cpa,0.0121457489878542,247,3,2.7975708502024292,0.0122950819672131,,
highland,0.0121212121212121,165,2,2.2,0.0122699386503067,6.0,4.74
kuwait,0.0121212121212121,165,2,2.212121212121212,0.0122699386503067,,
extension,0.0121107266435986,578,7,2.56401384083045,0.0122591943957968,5.1,4.05
meat,0.0120160213618157,749,9,3.1401869158878504,0.0121621621621621,6.95,4.3
gec,0.0119047619047619,252,3,3.2698412698412698,0.0120481927710843,,
bristol,0.0119047619047619,252,3,3.365079365079365,0.0120481927710843,,
iraqi,0.0118694362017804,337,4,3.2403560830860534,0.012012012012012,,
showboat,0.0118577075098814,253,3,5.632411067193676,0.012,5.0,3.89
intercare,0.0118110236220472,254,3,3.220472440944882,0.0119521912350597,,
trump,0.0117302052785923,341,4,2.838709677419355,0.0118694362017804,4.29,3.89
cordoba,0.0116279069767441,86,1,1.430232558139535,0.0117647058823529,,
rumor,0.0116279069767441,344,4,2.3255813953488373,0.0117647058823529,3.2,3.84
atlas,0.011605415860735,517,6,3.6711798839458414,0.0117416829745596,5.89,2.71
stoltenberg,0.0115606936416184,519,6,2.379576107899807,0.0116959064327485,,
standard,0.0114068441064638,263,3,3.3422053231939164,0.0115384615384615,4.9,3.47
strata,0.0114068441064638,263,3,3.4106463878326996,0.0115384615384615,,
poehl,0.011308562197092,619,7,2.4862681744749597,0.011437908496732,,
yield,0.0112359550561797,178,2,1.5337078651685394,0.0113636363636363,5.4,3.95
aires,0.0112359550561797,89,1,1.3707865168539326,0.0113636363636363,,
sci,0.0111940298507462,268,3,3.1791044776119404,0.0113207547169811,,
gallon,0.0111731843575419,179,2,2.88268156424581,0.0112994350282485,5.7,3.42
med,0.0111524163568773,269,3,3.171003717472119,0.0112781954887218,5.05,3.79
buenos,0.0111111111111111,90,1,1.3777777777777778,0.0112359550561797,,
semiconductors,0.011049723756906,181,2,1.839779005524862,0.0111731843575418,,
motors,0.011049723756906,181,2,1.9723756906077348,0.0111731843575418,5.9,5.35
gas,0.0109409190371991,1371,15,2.961342086068563,0.0110619469026548,4.24,4.37
poultry,0.0108932461873638,459,5,2.8366013071895426,0.0110132158590308,5.6,4.05
loss,0.0108717137774263,5059,55,3.6993476971733545,0.0109912070343725,2.47,5.2
percent,0.0108558178752107,9488,103,2.428014333895447,0.0109749600426212,5.85,3.58
lt,0.0108297369921016,12281,133,2.685530494259425,0.0109483042476127,,
tinto,0.010752688172043,279,3,3.1254480286738353,0.0108695652173913,,
louvre,0.0107296137339055,466,5,2.4570815450643777,0.0108459869848156,,
pl,0.0106382978723404,94,1,1.1914893617021276,0.010752688172043,,
officers,0.010507880910683,571,6,2.810858143607706,0.0106194690265486,5.05,4.11
miguel,0.0104895104895104,572,6,2.7587412587412588,0.0106007067137809,,
dufour,0.0104712041884816,191,2,1.968586387434555,0.0105820105820105,,
sequestered,0.0103986135181975,577,6,1.788561525129983,0.010507880910683,,
matheson,0.010351966873706,483,5,2.801242236024845,0.0104602510460251,,
u,0.0103092783505154,9991,103,2.7097387648883995,0.0104166666666666,,
casting,0.0102564102564102,195,2,2.7897435897435896,0.0103626943005181,,
francs,0.010183299389002,491,5,2.9531568228105907,0.0102880658436214,5.44,3.9
ecuador,0.0101351351351351,296,3,2.902027027027027,0.0102389078498293,,
troops,0.0101010101010101,297,3,2.9023569023569022,0.010204081632653,5.47,4.53
denko,0.0101010101010101,198,2,2.6717171717171717,0.010204081632653,,
rubber,0.0100864553314121,694,7,2.80835734870317,0.0101892285298398,4.3,4.05
ec,0.0100783874580067,893,9,2.826427771556551,0.0101809954751131,,
showa,0.0100502512562814,199,2,2.663316582914573,0.0101522842639593,,
barge,0.01,200,2,2.745,0.0101010101010101,5.37,2.95
edelman,0.0099009900990099,303,3,2.1782178217821784,0.01,,
heating,0.0099009900990099,202,2,2.732673267326733,0.01,5.85,3.47
bowater,0.0098684210526315,304,3,2.4703947368421053,0.0099667774086378,,
colombia,0.0098684210526315,304,3,2.7302631578947367,0.0099667774086378,,
bell,0.0098522167487684,406,4,3.1206896551724137,0.0099502487562189,5.63,4.7
gold,0.0098146128680479,917,9,2.371864776444929,0.0099118942731277,7.19,7.06
strikes,0.0097087378640776,103,1,1.8932038834951457,0.0098039215686274,3.11,5.6
developer,0.0097087378640776,103,1,1.9029126213592231,0.0098039215686274,5.68,3.89
tin,0.0097087378640776,927,9,2.837108953613808,0.0098039215686274,5.05,2.47
inspection,0.0096021947873799,729,7,2.6378600823045266,0.0096952908587257,4.32,4.05
de,0.0095986038394415,1146,11,2.968586387434555,0.0096916299559471,,
bonus,0.0095785440613026,522,5,2.2222222222222223,0.0096711798839458,8.11,6.53
dollar,0.0095087163232963,2524,24,1.9952456418383515,0.0096,7.35,5.61
oil,0.009508348794063,4312,41,2.87917439703154,0.0095996253804729,3.9,4.25
coebergh,0.0094936708860759,316,3,2.7151898734177213,0.0095846645367412,,
dana,0.0093457943925233,107,1,1.841121495327103,0.0094339622641509,,
estimates,0.0093023255813953,430,4,1.6953488372093024,0.0093896713615023,5.65,3.52
texas,0.0091027308192457,769,7,2.6293888166449935,0.0091863517060367,,
wedgestone,0.009090909090909,220,2,2.868181818181818,0.0091743119266055,,
dsm,0.009090909090909,110,1,1.9272727272727272,0.0091743119266055,,
korea,0.009090909090909,660,6,1.960606060606061,0.0091743119266055,,
exceptional,0.0090497737556561,221,2,2.819004524886878,0.0091324200913242,7.53,4.94
buffer,0.009009009009009,222,2,2.675675675675676,0.009090909090909,5.32,4.0
textile,0.009009009009009,999,9,2.6046046046046047,0.009090909090909,4.8,3.21
ita,0.0089686098654708,223,2,1.8654708520179373,0.0090497737556561,,
inflow,0.0089285714285714,224,2,1.7053571428571428,0.009009009009009,,
year,0.0087766433816944,11166,98,2.3654845065377037,0.0088543548970003,5.61,3.26
busch,0.0087719298245614,342,3,2.6052631578947367,0.0088495575221238,,
anheuser,0.0087719298245614,342,3,2.611111111111111,0.0088495575221238,,
recapitalization,0.0087719298245614,114,1,1.894736842105263,0.0088495575221238,,
shares,0.0087103798693443,4133,36,2.402855068957174,0.0087869172565291,6.47,3.11
launch,0.008695652173913,115,1,1.8,0.0087719298245614,6.4,5.1
hoechst,0.0086580086580086,462,4,3.1774891774891776,0.0087336244541484,,
madeira,0.0086580086580086,231,2,2.6623376623376624,0.0087336244541484,,
pipeline,0.0086393088552915,463,4,2.1533477321814254,0.008714596949891,5.05,4.15
medtronic,0.0086206896551724,116,1,1.5086206896551724,0.008695652173913,,
rates,0.0086045641601197,2673,23,1.966704077815189,0.0086792452830188,5.58,3.75
rio,0.0085714285714285,350,3,2.697142857142857,0.0086455331412103,,
yankee,0.0085470085470085,117,1,1.905982905982906,0.0086206896551724,,
ccl,0.0085470085470085,234,2,2.7393162393162394,0.0086206896551724,,
nl,0.0085106382978723,235,2,2.548936170212766,0.0085836909871244,,
abbett,0.0084745762711864,236,2,5.754237288135593,0.0085470085470085,,
lord,0.0084745762711864,236,2,5.745762711864407,0.0085470085470085,5.7,4.0
takeovers,0.0084507042253521,355,3,2.447887323943662,0.0085227272727272,3.5,5.21
cpo,0.0084388185654008,474,4,2.2468354430379747,0.0085106382978723,,
myers,0.0084388185654008,237,2,2.679324894514768,0.0085106382978723,,
facilities,0.0084317032040472,593,5,2.6138279932546373,0.0085034013605442,5.55,3.74
superfan,0.0084033613445378,119,1,1.7394957983193278,0.0084745762711864,,
farm,0.0083945435466946,953,8,2.0849947534102835,0.0084656084656084,6.26,3.2
oper,0.0083857442348008,954,8,2.807127882599581,0.0084566596194503,,
spanish,0.0083333333333333,240,2,2.6708333333333334,0.0084033613445378,,
china,0.0083333333333333,1080,9,2.637037037037037,0.0084033613445378,,
reader,0.0082644628099173,242,2,2.6487603305785123,0.0083333333333333,6.75,4.22
coface,0.0082644628099173,121,1,1.8099173553719008,0.0083333333333333,,
shr,0.0082530949105914,5816,48,2.2745873452544703,0.0083217753120665,,
digest,0.0082304526748971,243,2,2.6419753086419755,0.0082987551867219,4.82,3.15
japan,0.0082125603864734,4140,34,2.80024154589372,0.00828056502679,,
maize,0.0082101806239737,609,5,2.0311986863711,0.0082781456953642,,
imf,0.0081967213114754,244,2,2.528688524590164,0.0082644628099173,,
exchanges,0.0081967213114754,244,2,2.4795081967213113,0.0082644628099173,5.9,4.6
letter,0.0080753701211305,743,6,1.838492597577389,0.0081411126187245,5.72,3.1
celanese,0.0080645161290322,496,4,3.723790322580645,0.008130081300813,,
pakistan,0.0080428954423592,373,3,2.040214477211796,0.0081081081081081,,
palm,0.0080275229357798,872,7,3.334862385321101,0.0080924855491329,6.05,2.71
forrest,0.008,250,2,2.46,0.0080645161290322,,
discounts,0.008,250,2,2.604,0.0080645161290322,5.78,4.72
zeebregts,0.008,125,1,1.568,0.0080645161290322,,
covered,0.0079365079365079,126,1,1.7857142857142858,0.008,5.45,3.47
schedule,0.0079365079365079,252,2,2.5753968253968256,0.008,4.63,3.35
inc,0.0078997548351947,7342,58,2.033778262053936,0.0079626578802855,,
spirits,0.0078636959370904,763,6,2.8453473132372213,0.0079260237780713,7.07,5.03
frontier,0.0078431372549019,255,2,2.603921568627451,0.0079051383399209,6.33,4.11
suit,0.0078431372549019,510,4,2.037254901960784,0.0079051383399209,5.71,3.0
san,0.0078226857887874,767,6,2.3168187744458932,0.0078843626806833,,
profit,0.0077993254637436,4744,37,2.584527824620573,0.0078606330996388,6.9,5.25
valley,0.0077922077922077,385,3,2.0285714285714285,0.0078534031413612,6.32,2.47
day,0.0077444336882865,1033,8,2.069699903194579,0.0078048780487804,6.35,3.47
ports,0.0077399380804953,646,5,2.6904024767801857,0.0078003120124804,5.62,3.28
pilots,0.0077120822622107,389,3,1.8123393316195373,0.0077720207253886,6.26,5.6
cojuangco,0.0076923076923076,260,2,2.2653846153846153,0.0077519379844961,,
continental,0.0076687116564417,652,5,2.4693251533742333,0.0077279752704791,5.4,3.44
schaik,0.0076628352490421,261,2,2.42911877394636,0.0077220077220077,,
season,0.0076628352490421,261,2,1.1839080459770115,0.0077220077220077,6.84,3.2
van,0.0076628352490421,261,2,2.4329501915708813,0.0077220077220077,4.55,4.0
iranian,0.0075901328273244,527,4,2.764705882352941,0.0076481835564053,,
armacost,0.0075757575757575,264,2,1.7272727272727273,0.0076335877862595,,
lammers,0.0075757575757575,132,1,1.931818181818182,0.0076335877862595,,
would,0.0075673494097467,9911,75,2.1850469175663405,0.0076250508336722,5.95,3.63
issue,0.0075342465753424,1460,11,2.1424657534246574,0.007591442374051,3.95,4.55
complex,0.0075187969924812,133,1,1.2781954887218046,0.0075757575757575,4.28,4.94
natural,0.0075125208681135,1198,9,2.2345575959933224,0.0075693860386879,6.54,3.5
driving,0.0074626865671641,134,1,1.8208955223880596,0.0075187969924812,6.62,4.16
bankers,0.0074441687344913,1612,12,1.8387096774193548,0.0075,4.89,3.33
harahap,0.0074074074074074,270,2,2.3740740740740742,0.0074626865671641,,
imports,0.0073848827106863,2302,17,2.1029539530842745,0.0074398249452954,5.06,4.11
africa,0.007380073800738,271,2,2.4833948339483394,0.0074349442379182,,
meal,0.0073260073260073,273,2,2.2564102564102564,0.007380073800738,7.5,4.85
retail,0.0073260073260073,273,2,2.2344322344322345,0.007380073800738,5.0,3.72
company,0.0073105436573311,9712,71,2.24670510708402,0.0073643812882481,5.45,3.26
citibank,0.0072992700729927,274,2,3.7773722627737225,0.0073529411764705,,
occupied,0.0072463768115942,276,2,2.329710144927536,0.0072992700729927,4.86,4.48
carolina,0.0072463768115942,276,2,2.358695652173913,0.0072992700729927,,
index,0.0072463768115942,138,1,1.8695652173913044,0.0072992700729927,,
ldp,0.0072289156626506,415,3,2.5060240963855422,0.0072815533980582,,
greece,0.0072202166064981,277,2,2.375451263537906,0.0072727272727272,,
surplus,0.0072028811524609,833,6,2.039615846338535,0.0072551390568319,5.94,4.17
iraq,0.0071942446043165,417,3,1.9424460431654675,0.0072463768115942,,
dow,0.0071556350626118,559,4,2.150268336314848,0.0072072072072072,,
maximum,0.0071428571428571,140,1,1.0714285714285714,0.0071942446043165,4.84,5.39
baht,0.0071428571428571,280,2,2.442857142857143,0.0071942446043165,,
fleet,0.0071428571428571,420,3,2.942857142857143,0.0071942446043165,5.4,4.0
bpd,0.0071428571428571,140,1,1.8,0.0071942446043165,,
french,0.0071146245059288,1265,9,2.2790513833992097,0.0071656050955414,,
yes,0.0070921985815602,141,1,1.7872340425531914,0.0071428571428571,,
vw,0.0070921985815602,141,1,3.773049645390071,0.0071428571428571,,
ministry,0.007085498346717,2117,15,2.110061407652338,0.0071360608943862,5.09,3.58
tender,0.0070796460176991,1130,8,2.2601769911504426,0.0071301247771836,6.63,3.11
growth,0.0070694087403598,3112,22,1.842866323907455,0.0071197411003236,5.75,4.95
reaffirmed,0.0070671378091872,283,2,2.23321554770318,0.0071174377224199,,
payments,0.007052186177715,709,5,2.2877291960507757,0.0071022727272727,5.16,4.35
property,0.0070422535211267,142,1,1.676056338028169,0.0070921985815602,5.74,4.75
initial,0.0069444444444444,720,5,2.3402777777777777,0.0069930069930069,5.45,4.21
iranians,0.0069444444444444,288,2,2.2430555555555554,0.0069930069930069,,
polyester,0.0069204152249134,289,2,2.2595155709342563,0.0069686411149825,4.15,3.38
chesebrough,0.0068965517241379,290,2,2.6862068965517243,0.0069444444444444,,
sugar,0.0068886337543053,871,6,2.5947187141216994,0.006936416184971,6.72,5.11
ferrous,0.0068493150684931,292,2,2.136986301369863,0.0068965517241379,,
prospectus,0.0068493150684931,146,1,1.7328767123287672,0.0068965517241379,5.74,3.0
lornex,0.0068493150684931,146,1,2.3698630136986303,0.0068965517241379,,
cargo,0.0068181818181818,440,3,2.036363636363636,0.0068649885583524,5.1,2.63
billion,0.0067947210244348,7653,52,2.2282764928786096,0.0068412051045915,6.8,5.11
brazil,0.0067739204064352,1181,8,2.2887383573243016,0.0068201193520886,,
trade,0.0067624683009298,5915,40,2.3061707523245984,0.0068085106382978,6.0,4.45
session,0.0067567567567567,296,2,2.0236486486486487,0.0068027210884353,5.1,3.3
gaf,0.0067567567567567,592,4,1.802364864864865,0.0068027210884353,,
external,0.0067114093959731,149,1,1.476510067114094,0.0067567567567567,5.25,2.89
ltd,0.006635700066357,3014,20,1.8344392833443928,0.0066800267201068,,
salmonella,0.0066225165562913,302,2,1.937086092715232,0.0066666666666666,2.55,4.28
indonesian,0.006578947368421,456,3,1.993421052631579,0.0066225165562913,,
ge,0.0065502183406113,458,3,2.1353711790393013,0.0065934065934065,,
proposes,0.0065359477124183,153,1,1.4183006535947713,0.006578947368421,6.35,5.0
pacific,0.006514657980456,614,4,2.070032573289902,0.0065573770491803,,
crop,0.0065005417118093,923,6,1.6240520043336946,0.0065430752453653,5.89,2.94
iv,0.0064935064935064,154,1,1.974025974025974,0.0065359477124183,,
preston,0.0064935064935064,308,2,1.8214285714285712,0.0065359477124183,,
rupiah,0.0064935064935064,154,1,1.896103896103896,0.0065359477124183,,
la,0.0064935064935064,154,1,1.7337662337662338,0.0065359477124183,,
isuzu,0.0064935064935064,154,1,1.9610389610389611,0.0065359477124183,,
baluch,0.0064935064935064,154,1,1.7532467532467533,0.0065359477124183,,
exchange,0.0064777327935222,3705,24,1.9422402159244263,0.0065199674001629,5.9,4.6
raytheon,0.0064655172413793,464,3,2.2176724137931036,0.0065075921908893,,
terminal,0.0064308681672025,311,2,1.742765273311897,0.0064724919093851,4.16,3.75
contaminated,0.0064308681672025,311,2,2.0836012861736335,0.0064724919093851,3.37,5.55
energy,0.0063842135809634,1723,11,2.1027278003482297,0.0064252336448598,7.21,6.25
transactions,0.0063829787234042,470,3,1.9148936170212767,0.006423982869379,5.25,3.9
dosher,0.0063829787234042,470,3,1.851063829787234,0.006423982869379,,
bahrain,0.0063291139240506,158,1,1.9556962025316456,0.0063694267515923,,
governors,0.0063091482649842,317,2,2.0252365930599368,0.0063492063492063,5.25,3.65
fiber,0.0062893081761006,318,2,2.138364779874214,0.0063291139240506,5.42,3.67
april,0.0062787777312683,4778,30,1.7335705316031813,0.006318449873631,,
ccc,0.006269592476489,319,2,2.316614420062696,0.0063091482649842,,
masbate,0.00625,160,1,1.7375,0.0062893081761006,,
coarse,0.00625,160,1,1.9375,0.0062893081761006,4.28,3.65
rains,0.00625,160,1,1.71875,0.0062893081761006,6.46,3.22
canada,0.0062266500622665,2409,15,2.231631382316314,0.006265664160401,,
payment,0.0062111801242236,161,1,1.6335403726708075,0.0062499999999999,5.16,4.35
locke,0.0062111801242236,161,1,1.84472049689441,0.0062499999999999,,
argentine,0.0062111801242236,161,1,1.968944099378882,0.0062499999999999,,
japanese,0.0061949788066514,3067,19,2.070753179002282,0.0062335958005249,,
specialty,0.0061919504643962,323,2,1.959752321981424,0.0062305295950155,5.5,3.56
ban,0.0061919504643962,646,4,2.130030959752322,0.0062305295950155,3.2,5.0
weakness,0.0061728395061728,162,1,1.5864197530864197,0.0062111801242236,3.0,4.35
fitzwater,0.0061349693251533,326,2,1.7852760736196318,0.0061728395061728,,
implementation,0.0061349693251533,326,2,1.7024539877300613,0.0061728395061728,,
fundamental,0.0061349693251533,163,1,1.588957055214724,0.0061728395061728,4.95,3.35
diw,0.0061349693251533,163,1,1.9631901840490795,0.0061728395061728,,
takeover,0.0061115355233002,1309,8,1.9442322383498851,0.0061491160645657,3.5,5.21
petrochemical,0.0060975609756097,820,5,2.0121951219512195,0.0061349693251533,,
miti,0.0060901339829476,821,5,2.048721071863581,0.0061274509803921,,
zinc,0.0060514372163388,661,4,2.152798789712557,0.0060882800608828,4.79,3.53
fed,0.0059982862039417,1167,7,2.1628106255355615,0.0060344827586206,7.11,4.55
indonesia,0.0059952038369304,834,5,1.9412470023980817,0.0060313630880579,,
procedures,0.0059880239520958,334,2,1.7455089820359282,0.0060240963855421,4.26,4.11
premiums,0.0059880239520958,334,2,2.2005988023952097,0.0060240963855421,7.1,5.32
oreffice,0.0059701492537313,335,2,1.8985074626865672,0.006006006006006,,
volumes,0.0059523809523809,168,1,1.9523809523809523,0.0059880239520958,6.0,3.25
tonnes,0.005930318754633,2698,16,2.2268346923647147,0.005965697240865,,
bank,0.0059141167395217,3889,23,2.006171252249936,0.0059493016037247,6.12,3.95
focused,0.0058823529411764,170,1,1.088235294117647,0.0059171597633136,6.68,4.45
rca,0.0058708414872798,511,3,2.162426614481409,0.0059055118110236,,
security,0.0058675607711651,1193,7,2.3487007544006704,0.005902192242833,6.3,4.11
diaz,0.0058651026392961,341,2,2.2961876832844577,0.0058997050147492,,
nainggolan,0.0058479532163742,342,2,1.8333333333333333,0.0058823529411764,,
franc,0.0058027079303675,517,3,2.0522243713733075,0.0058365758754863,5.44,3.9
morgan,0.0057971014492753,345,2,1.884057971014493,0.0058309037900874,,
quarter,0.0057825751734772,5188,30,2.394178874325366,0.0058162078324932,5.39,3.89
dealers,0.0057803468208092,519,3,1.560693641618497,0.005813953488372,3.85,5.4
political,0.0057803468208092,1038,6,1.4797687861271676,0.005813953488372,4.35,4.18
redland,0.0057471264367816,348,2,1.836206896551724,0.0057803468208092,,
rumors,0.0057142857142857,350,2,1.6285714285714286,0.0057471264367816,3.2,3.84
distillers,0.0057142857142857,700,4,2.2728571428571427,0.0057471264367816,,
qtr,0.0057085292142377,5956,34,1.7719946272666218,0.005741303613644,,
exporters,0.0056980056980056,351,2,1.7378917378917378,0.0057306590257879,,
strategy,0.0056818181818181,352,2,1.1448863636363635,0.0057142857142857,5.95,4.19
replacing,0.0056818181818181,176,1,1.880681818181818,0.0057142857142857,5.56,3.35
market,0.0056497175141242,6726,38,1.7673208444840915,0.0056818181818181,6.31,3.5
chemicals,0.0056497175141242,531,3,2.056497175141243,0.0056818181818181,4.89,3.35
bill,0.0056270096463022,1244,7,1.9742765273311895,0.0056588520614389,3.3,4.16
smelting,0.0056179775280898,178,1,1.8202247191011236,0.0056497175141242,,
ferruzzi,0.0055865921787709,179,1,1.9553072625698324,0.0056179775280898,,
