word,recall_probability,count,recalls,avg_frequency,need_odds
kuwait,0.012121212121212121,165,2,2.212121212121212,0.012269938650306749
extension,0.012110726643598616,578,7,2.56401384083045,0.012259194395796848
meat,0.012016021361815754,749,9,3.1401869158878504,0.012162162162162163
gec,0.011904761904761904,252,3,3.2698412698412698,0.012048192771084336
bristol,0.011904761904761904,252,3,3.365079365079365,0.012048192771084336
iraqi,0.011869436201780416,337,4,3.2403560830860534,0.012012012012012012
showboat,0.011857707509881422,253,3,5.632411067193676,0.012
intercare,0.011811023622047244,254,3,3.220472440944882,0.01195219123505976
trump,0.011730205278592375,341,4,2.838709677419355,0.011869436201780416
cordoba,0.011627906976744186,86,1,1.430232558139535,0.011764705882352941
rumor,0.011627906976744186,344,4,2.3255813953488373,0.011764705882352941
atlas,0.01160541586073501,517,6,3.6711798839458414,0.011741682974559688
stoltenberg,0.011560693641618497,519,6,2.3795761078998074,0.011695906432748537
standard,0.011406844106463879,263,3,3.3422053231939164,0.011538461538461539
strata,0.011406844106463879,263,3,3.4106463878326996,0.011538461538461539
poehl,0.011308562197092083,619,7,2.4862681744749597,0.011437908496732025
yield,0.011235955056179775,178,2,1.5337078651685394,0.011363636363636364
aires,0.011235955056179775,89,1,1.3707865168539326,0.011363636363636364
sci,0.011194029850746268,268,3,3.1791044776119404,0.011320754716981131
gallon,0.0111731843575419,179,2,2.88268156424581,0.011299435028248588
med,0.011152416356877323,269,3,3.171003717472119,0.011278195488721804
buenos,0.011111111111111112,90,1,1.3777777777777778,0.011235955056179775
semiconductors,0.011049723756906077,181,2,1.839779005524862,0.011173184357541898
motors,0.011049723756906077,181,2,1.9723756906077348,0.011173184357541898
gas,0.010940919037199124,1371,15,2.961342086068563,0.011061946902654867
poultry,0.010893246187363835,459,5,2.8366013071895426,0.011013215859030838
loss,0.01087171377742637,5059,55,3.6993476971733545,0.010991207034372502
percent,0.010855817875210793,9488,103,2.428014333895447,0.010974960042621206
lt,0.010829736992101621,12281,133,2.685530494259425,0.010948304247612776
tinto,0.010752688172043012,279,3,3.1254480286738353,0.010869565217391306
louvre,0.01072961373390558,466,5,2.4570815450643777,0.010845986984815618
pl,0.010638297872340425,94,1,1.1914893617021276,0.01075268817204301
officers,0.010507880910683012,571,6,2.810858143607706,0.010619469026548672
miguel,0.01048951048951049,572,6,2.7587412587412588,0.01060070671378092
dufour,0.010471204188481676,191,2,1.968586387434555,0.010582010582010583
sequestered,0.010398613518197574,577,6,1.7885615251299827,0.010507880910683014
matheson,0.010351966873706004,483,5,2.801242236024845,0.010460251046025104
u,0.010309278350515464,9991,103,2.7097387648883995,0.010416666666666666
casting,0.010256410256410256,195,2,2.7897435897435896,0.010362694300518135
francs,0.010183299389002037,491,5,2.9531568228105907,0.0102880658436214
ecuador,0.010135135135135136,296,3,2.902027027027027,0.010238907849829351
troops,0.010101010101010102,297,3,2.9023569023569022,0.010204081632653062
denko,0.010101010101010102,198,2,2.6717171717171717,0.010204081632653062
rubber,0.010086455331412104,694,7,2.80835734870317,0.010189228529839884
ec,0.010078387458006719,893,9,2.826427771556551,0.010180995475113122
showa,0.010050251256281407,199,2,2.663316582914573,0.010152284263959392
barge,0.01,200,2,2.745,0.010101010101010102
edelman,0.009900990099009901,303,3,2.1782178217821784,0.01
heating,0.009900990099009901,202,2,2.732673267326733,0.01
bowater,0.009868421052631578,304,3,2.4703947368421053,0.009966777408637873
colombia,0.009868421052631578,304,3,2.7302631578947367,0.009966777408637873
bell,0.009852216748768473,406,4,3.1206896551724137,0.009950248756218905
gold,0.009814612868047983,917,9,2.371864776444929,0.009911894273127754
strikes,0.009708737864077669,103,1,1.8932038834951457,0.00980392156862745
developer,0.009708737864077669,103,1,1.9029126213592233,0.00980392156862745
tin,0.009708737864077669,927,9,2.837108953613808,0.00980392156862745
inspection,0.009602194787379973,729,7,2.6378600823045266,0.009695290858725763
de,0.009598603839441536,1146,11,2.968586387434555,0.009691629955947138
bonus,0.009578544061302681,522,5,2.2222222222222223,0.00967117988394584
dollar,0.009508716323296355,2524,24,1.9952456418383517,0.0096
oil,0.009508348794063079,4312,41,2.87917439703154,0.009599625380472956
coebergh,0.00949367088607595,316,3,2.7151898734177213,0.009584664536741215
dana,0.009345794392523364,107,1,1.841121495327103,0.009433962264150943
estimates,0.009302325581395349,430,4,1.6953488372093024,0.009389671361502348
texas,0.009102730819245773,769,7,2.6293888166449935,0.009186351706036745
wedgestone,0.00909090909090909,220,2,2.868181818181818,0.009174311926605503
dsm,0.00909090909090909,110,1,1.9272727272727272,0.009174311926605503
korea,0.00909090909090909,660,6,1.9606060606060607,0.009174311926605503
exceptional,0.00904977375565611,221,2,2.819004524886878,0.009132420091324202
buffer,0.009009009009009009,222,2,2.675675675675676,0.00909090909090909
textile,0.009009009009009009,999,9,2.6046046046046047,0.00909090909090909
ita,0.008968609865470852,223,2,1.8654708520179373,0.00904977375565611
inflow,0.008928571428571428,224,2,1.7053571428571428,0.009009009009009009
year,0.00877664338169443,11166,98,2.3654845065377037,0.008854354897000363
busch,0.008771929824561403,342,3,2.6052631578947367,0.008849557522123894
anheuser,0.008771929824561403,342,3,2.611111111111111,0.008849557522123894
recapitalization,0.008771929824561403,114,1,1.894736842105263,0.008849557522123894
shares,0.008710379869344302,4133,36,2.402855068957174,0.008786917256529168
launch,0.008695652173913044,115,1,1.8,0.008771929824561403
hoechst,0.008658008658008658,462,4,3.1774891774891776,0.008733624454148471
madeira,0.008658008658008658,231,2,2.6623376623376624,0.008733624454148471
pipeline,0.008639308855291577,463,4,2.1533477321814254,0.008714596949891068
medtronic,0.008620689655172414,116,1,1.5086206896551724,0.008695652173913044
rates,0.008604564160119716,2673,23,1.966704077815189,0.008679245283018869
rio,0.008571428571428572,350,3,2.697142857142857,0.008645533141210375
yankee,0.008547008547008548,117,1,1.9059829059829059,0.008620689655172414
ccl,0.008547008547008548,234,2,2.7393162393162394,0.008620689655172414
nl,0.00851063829787234,235,2,2.548936170212766,0.008583690987124463
abbett,0.00847457627118644,236,2,5.754237288135593,0.008547008547008546
lord,0.00847457627118644,236,2,5.745762711864407,0.008547008547008546
takeovers,0.008450704225352112,355,3,2.447887323943662,0.008522727272727272
cpo,0.008438818565400843,474,4,2.2468354430379747,0.00851063829787234
myers,0.008438818565400843,237,2,2.679324894514768,0.00851063829787234
facilities,0.008431703204047217,593,5,2.6138279932546373,0.008503401360544217
superfan,0.008403361344537815,119,1,1.7394957983193278,0.00847457627118644
farm,0.008394543546694649,953,8,2.0849947534102835,0.008465608465608466
oper,0.008385744234800839,954,8,2.807127882599581,0.008456659619450317
spanish,0.008333333333333333,240,2,2.6708333333333334,0.008403361344537815
china,0.008333333333333333,1080,9,2.637037037037037,0.008403361344537815
reader,0.008264462809917356,242,2,2.6487603305785123,0.008333333333333333
coface,0.008264462809917356,121,1,1.8099173553719008,0.008333333333333333
shr,0.008253094910591471,5816,48,2.2745873452544703,0.008321775312066574
digest,0.00823045267489712,243,2,2.6419753086419755,0.008298755186721992
japan,0.00821256038647343,4140,34,2.8002415458937198,0.008280565026790063
maize,0.008210180623973728,609,5,2.0311986863711002,0.008278145695364239
imf,0.00819672131147541,244,2,2.528688524590164,0.008264462809917356
exchanges,0.00819672131147541,244,2,2.4795081967213113,0.008264462809917356
letter,0.008075370121130552,743,6,1.838492597577389,0.00814111261872456
celanese,0.008064516129032258,496,4,3.723790322580645,0.008130081300813007
pakistan,0.00804289544235925,373,3,2.040214477211796,0.008108108108108109
palm,0.008027522935779817,872,7,3.334862385321101,0.008092485549132947
forrest,0.008,250,2,2.46,0.008064516129032258
discounts,0.008,250,2,2.604,0.008064516129032258
zeebregts,0.008,125,1,1.568,0.008064516129032258
covered,0.007936507936507936,126,1,1.7857142857142858,0.008
schedule,0.007936507936507936,252,2,2.5753968253968256,0.008
inc,0.00789975483519477,7342,58,2.033778262053936,0.007962657880285558
spirits,0.007863695937090432,763,6,2.8453473132372213,0.007926023778071334
frontier,0.00784313725490196,255,2,2.603921568627451,0.007905138339920948
suit,0.00784313725490196,510,4,2.037254901960784,0.007905138339920948
san,0.007822685788787484,767,6,2.3168187744458932,0.007884362680683312
profit,0.0077993254637436765,4744,37,2.584527824620573,0.007860633099638836
valley,0.007792207792207792,385,3,2.0285714285714285,0.007853403141361256
day,0.007744433688286544,1033,8,2.069699903194579,0.007804878048780489
ports,0.007739938080495356,646,5,2.6904024767801857,0.0078003120124804995
pilots,0.007712082262210797,389,3,1.8123393316195373,0.007772020725388601
cojuangco,0.007692307692307693,260,2,2.2653846153846153,0.007751937984496124
continental,0.007668711656441718,652,5,2.4693251533742333,0.007727975270479134
schaik,0.007662835249042145,261,2,2.42911877394636,0.007722007722007721
season,0.007662835249042145,261,2,1.1839080459770115,0.007722007722007721
van,0.007662835249042145,261,2,2.4329501915708813,0.007722007722007721
iranian,0.007590132827324478,527,4,2.764705882352941,0.0076481835564053535
armacost,0.007575757575757576,264,2,1.7272727272727273,0.0076335877862595426
lammers,0.007575757575757576,132,1,1.9318181818181819,0.0076335877862595426
would,0.007567349409746746,9911,75,2.1850469175663405,0.007625050833672225
issue,0.007534246575342466,1460,11,2.1424657534246574,0.00759144237405107
complex,0.007518796992481203,133,1,1.2781954887218046,0.007575757575757576
natural,0.007512520868113523,1198,9,2.2345575959933224,0.007569386038687973
driving,0.007462686567164179,134,1,1.8208955223880596,0.0075187969924812035
bankers,0.007444168734491315,1612,12,1.8387096774193548,0.0075
harahap,0.007407407407407408,270,2,2.3740740740740742,0.00746268656716418
imports,0.007384882710686359,2302,17,2.1029539530842745,0.007439824945295405
africa,0.007380073800738007,271,2,2.4833948339483394,0.007434944237918215
meal,0.007326007326007326,273,2,2.2564102564102564,0.007380073800738007
retail,0.007326007326007326,273,2,2.2344322344322345,0.007380073800738007
company,0.007310543657331137,9712,71,2.24670510708402,0.0073643812882481065
citibank,0.0072992700729927005,274,2,3.7773722627737225,0.007352941176470588
occupied,0.007246376811594203,276,2,2.329710144927536,0.007299270072992701
carolina,0.007246376811594203,276,2,2.358695652173913,0.007299270072992701
index,0.007246376811594203,138,1,1.8695652173913044,0.007299270072992701
ldp,0.007228915662650603,415,3,2.5060240963855422,0.007281553398058253
greece,0.007220216606498195,277,2,2.375451263537906,0.007272727272727273
surplus,0.007202881152460984,833,6,2.039615846338535,0.007255139056831923
iraq,0.007194244604316547,417,3,1.9424460431654675,0.007246376811594203
dow,0.007155635062611807,559,4,2.150268336314848,0.007207207207207207
maximum,0.007142857142857143,140,1,1.0714285714285714,0.007194244604316546
baht,0.007142857142857143,280,2,2.442857142857143,0.007194244604316546
fleet,0.007142857142857143,420,3,2.942857142857143,0.007194244604316546
bpd,0.007142857142857143,140,1,1.8,0.007194244604316546
french,0.0071146245059288534,1265,9,2.2790513833992097,0.0071656050955414006
yes,0.0070921985815602835,141,1,1.7872340425531914,0.007142857142857143
vw,0.0070921985815602835,141,1,3.773049645390071,0.007142857142857143
ministry,0.007085498346717053,2117,15,2.110061407652338,0.007136060894386299
tender,0.007079646017699115,1130,8,2.2601769911504426,0.007130124777183601
growth,0.007069408740359897,3112,22,1.842866323907455,0.007119741100323624
reaffirmed,0.007067137809187279,283,2,2.23321554770318,0.007117437722419929
payments,0.007052186177715092,709,5,2.2877291960507757,0.007102272727272728
property,0.007042253521126761,142,1,1.676056338028169,0.0070921985815602835
initial,0.006944444444444444,720,5,2.3402777777777777,0.006993006993006992
iranians,0.006944444444444444,288,2,2.2430555555555554,0.006993006993006992
polyester,0.006920415224913495,289,2,2.2595155709342563,0.006968641114982578
chesebrough,0.006896551724137931,290,2,2.6862068965517243,0.006944444444444444
sugar,0.006888633754305396,871,6,2.5947187141216994,0.006936416184971098
ferrous,0.00684931506849315,292,2,2.136986301369863,0.006896551724137931
prospectus,0.00684931506849315,146,1,1.7328767123287672,0.006896551724137931
lornex,0.00684931506849315,146,1,2.3698630136986303,0.006896551724137931
cargo,0.006818181818181818,440,3,2.036363636363636,0.006864988558352402
billion,0.006794721024434862,7653,52,2.2282764928786096,0.006841205104591502
brazil,0.006773920406435224,1181,8,2.2887383573243016,0.0068201193520886615
trade,0.006762468300929839,5915,40,2.3061707523245984,0.006808510638297872
session,0.006756756756756757,296,2,2.0236486486486487,0.006802721088435375
gaf,0.006756756756756757,592,4,1.802364864864865,0.006802721088435375
external,0.006711409395973154,149,1,1.476510067114094,0.006756756756756756
ltd,0.006635700066357001,3014,20,1.8344392833443928,0.006680026720106882
salmonella,0.006622516556291391,302,2,1.9370860927152318,0.006666666666666667
indonesian,0.006578947368421052,456,3,1.993421052631579,0.00662251655629139
ge,0.006550218340611353,458,3,2.1353711790393013,0.0065934065934065925
proposes,0.006535947712418301,153,1,1.4183006535947713,0.006578947368421052
pacific,0.006514657980456026,614,4,2.070032573289902,0.006557377049180328
crop,0.0065005417118093175,923,6,1.6240520043336946,0.0065430752453653224
iv,0.006493506493506494,154,1,1.974025974025974,0.006535947712418301
preston,0.006493506493506494,308,2,1.8214285714285714,0.006535947712418301
rupiah,0.006493506493506494,154,1,1.896103896103896,0.006535947712418301
la,0.006493506493506494,154,1,1.7337662337662338,0.006535947712418301
isuzu,0.006493506493506494,154,1,1.9610389610389611,0.006535947712418301
baluch,0.006493506493506494,154,1,1.7532467532467533,0.006535947712418301
exchange,0.006477732793522267,3705,24,1.9422402159244265,0.006519967400162999
raytheon,0.00646551724137931,464,3,2.2176724137931036,0.006507592190889371
terminal,0.006430868167202572,311,2,1.742765273311897,0.006472491909385114
contaminated,0.006430868167202572,311,2,2.0836012861736335,0.006472491909385114
energy,0.006384213580963436,1723,11,2.1027278003482297,0.006425233644859813
transactions,0.006382978723404255,470,3,1.9148936170212767,0.006423982869379014
dosher,0.006382978723404255,470,3,1.851063829787234,0.006423982869379014
bahrain,0.006329113924050633,158,1,1.9556962025316456,0.006369426751592357
governors,0.006309148264984227,317,2,2.0252365930599368,0.006349206349206348
fiber,0.006289308176100629,318,2,2.138364779874214,0.006329113924050633
april,0.006278777731268313,4778,30,1.7335705316031813,0.006318449873631003
ccc,0.006269592476489028,319,2,2.316614420062696,0.006309148264984227
masbate,0.00625,160,1,1.7375,0.006289308176100629
coarse,0.00625,160,1,1.9375,0.006289308176100629
rains,0.00625,160,1,1.71875,0.006289308176100629
canada,0.0062266500622665,2409,15,2.231631382316314,0.006265664160401002
payment,0.006211180124223602,161,1,1.6335403726708075,0.0062499999999999995
locke,0.006211180124223602,161,1,1.84472049689441,0.0062499999999999995
argentine,0.006211180124223602,161,1,1.968944099378882,0.0062499999999999995
japanese,0.006194978806651451,3067,19,2.070753179002282,0.006233595800524934
specialty,0.006191950464396285,323,2,1.9597523219814241,0.006230529595015576
ban,0.006191950464396285,646,4,2.130030959752322,0.006230529595015576
weakness,0.006172839506172839,162,1,1.5864197530864197,0.006211180124223602
fitzwater,0.006134969325153374,326,2,1.7852760736196318,0.006172839506172839
implementation,0.006134969325153374,326,2,1.7024539877300613,0.006172839506172839
fundamental,0.006134969325153374,163,1,1.5889570552147239,0.006172839506172839
diw,0.006134969325153374,163,1,1.9631901840490797,0.006172839506172839
takeover,0.006111535523300229,1309,8,1.9442322383498853,0.006149116064565719
petrochemical,0.006097560975609756,820,5,2.0121951219512195,0.006134969325153374
miti,0.0060901339829476245,821,5,2.048721071863581,0.006127450980392157
zinc,0.006051437216338881,661,4,2.152798789712557,0.0060882800608828
fed,0.005998286203941731,1167,7,2.1628106255355615,0.00603448275862069
indonesia,0.005995203836930456,834,5,1.9412470023980815,0.006031363088057901
procedures,0.005988023952095809,334,2,1.7455089820359282,0.006024096385542169
premiums,0.005988023952095809,334,2,2.2005988023952097,0.006024096385542169
oreffice,0.005970149253731343,335,2,1.8985074626865672,0.006006006006006006
volumes,0.005952380952380952,168,1,1.9523809523809523,0.005988023952095808
tonnes,0.005930318754633061,2698,16,2.2268346923647147,0.005965697240865026
bank,0.005914116739521728,3889,23,2.0061712522499358,0.00594930160372478
focused,0.0058823529411764705,170,1,1.088235294117647,0.005917159763313609
rca,0.005870841487279843,511,3,2.162426614481409,0.005905511811023622
security,0.00586756077116513,1193,7,2.3487007544006704,0.005902192242833052
diaz,0.005865102639296188,341,2,2.2961876832844577,0.0058997050147492625
nainggolan,0.005847953216374269,342,2,1.8333333333333333,0.00588235294117647
franc,0.005802707930367505,517,3,2.0522243713733075,0.005836575875486381
morgan,0.005797101449275362,345,2,1.8840579710144927,0.0058309037900874635
quarter,0.005782575173477255,5188,30,2.394178874325366,0.0058162078324932144
dealers,0.005780346820809248,519,3,1.560693641618497,0.005813953488372093
political,0.005780346820809248,1038,6,1.4797687861271676,0.005813953488372093
redland,0.005747126436781609,348,2,1.8362068965517242,0.005780346820809249
rumors,0.005714285714285714,350,2,1.6285714285714286,0.005747126436781609
distillers,0.005714285714285714,700,4,2.2728571428571427,0.005747126436781609
qtr,0.005708529214237743,5956,34,1.7719946272666218,0.005741303613644039
exporters,0.005698005698005698,351,2,1.7378917378917378,0.005730659025787966
strategy,0.005681818181818182,352,2,1.1448863636363635,0.005714285714285715
replacing,0.005681818181818182,176,1,1.8806818181818181,0.005714285714285715
market,0.005649717514124294,6726,38,1.7673208444840915,0.005681818181818181
chemicals,0.005649717514124294,531,3,2.056497175141243,0.005681818181818181
bill,0.005627009646302251,1244,7,1.9742765273311897,0.005658852061438966
smelting,0.0056179775280898875,178,1,1.8202247191011236,0.005649717514124294
ferruzzi,0.00558659217877095,179,1,1.9553072625698324,0.005617977528089888
parties,0.00558659217877095,358,2,1.8854748603351956,0.005617977528089888
account,0.005567928730512249,898,5,1.475501113585746,0.005599104143337066
speculative,0.00554016620498615,361,2,1.445983379501385,0.005571030640668524
grain,0.005519779208831647,1087,6,2.185832566697332,0.005550416281221091
port,0.005509641873278237,1089,6,1.9651056014692379,0.0055401662049861505
going,0.005484460694698354,547,3,1.3107861060329067,0.005514705882352941
sec,0.005484460694698354,547,3,1.959780621572212,0.005514705882352941
bid,0.0054533060668029995,1467,8,1.4935241990456714,0.0054832076764907475
corp,0.0054361255250803065,8094,44,1.725846305905609,0.00546583850931677
technologies,0.005434782608695652,184,1,2.4184782608695654,0.00546448087431694
barrels,0.0054249547920434,553,3,2.065099457504521,0.005454545454545455
intent,0.0054249547920434,553,3,1.562386980108499,0.005454545454545455
legislation,0.005412719891745603,739,4,1.9472259810554804,0.0054421768707483
exports,0.005385996409335727,2785,15,1.8416517055655297,0.005415162454873646
burmah,0.005376344086021506,186,1,1.9516129032258065,0.005405405405405406
cbs,0.005376344086021506,186,1,1.9838709677419355,0.005405405405405406
comments,0.005376344086021506,372,2,1.9919354838709677,0.005405405405405406
centre,0.0053475935828877,187,1,1.3262032085561497,0.005376344086021505
palms,0.0053475935828877,187,1,1.5561497326203209,0.005376344086021505
zondervan,0.0053475935828877,187,1,3.1122994652406417,0.005376344086021505
products,0.0053355798932884025,3561,19,1.7377141252457176,0.00536420101637493
rate,0.005319148936170213,2632,14,1.455547112462006,0.0053475935828877
manager,0.005291005291005291,378,2,1.9867724867724867,0.005319148936170213
discount,0.005291005291005291,378,2,1.8280423280423281,0.005319148936170213
monetary,0.0052732502396931925,2086,11,1.5047938638542666,0.005301204819277108
guilders,0.005263157894736842,380,2,2.460526315789474,0.005291005291005291
australian,0.005245901639344262,1525,8,1.8347540983606558,0.005273566249176005
budgeted,0.005235602094240838,191,1,1.8848167539267016,0.005263157894736842
buyers,0.005208333333333333,384,2,1.1458333333333333,0.005235602094240838
feedgrain,0.005208333333333333,192,1,1.9635416666666667,0.005235602094240838
offshore,0.005199306759098787,577,3,1.9618717504332757,0.005226480836236934
stock,0.005184705119896306,4629,24,1.9099157485418017,0.005211726384364821
workers,0.0051813471502590676,579,3,1.5820379965457685,0.005208333333333334
ministers,0.005165289256198347,968,5,1.9359504132231404,0.005192107995846314
debt,0.005145797598627788,2332,12,1.9579759862778732,0.005172413793103448
return,0.005145797598627788,583,3,1.7049742710120068,0.005172413793103448
delegates,0.005128205128205128,195,1,1.7179487179487178,0.005154639175257732
aerospace,0.005128205128205128,195,1,1.882051282051282,0.005154639175257732
talks,0.00512,3125,16,1.9616,0.0051463493084593125
commodity,0.00511770726714432,977,5,1.9805527123848516,0.0051440329218107
banks,0.00511654349061967,1759,9,1.6469584991472428,0.005142857142857143
amended,0.005050505050505051,198,1,1.6515151515151516,0.005076142131979696
agreement,0.005041690905565251,5157,26,1.4411479542369594,0.005067238355096472
minimum,0.005037783375314861,397,2,1.5516372795969773,0.005063291139240506
accord,0.0049833887043189366,602,3,1.6461794019933556,0.005008347245409015
rtz,0.004975124378109453,201,1,1.945273631840796,0.005
telecommunications,0.0049504950495049506,606,3,1.8877887788778878,0.004975124378109453
customer,0.0049382716049382715,405,2,2.0024691358024693,0.004962779156327543
